customer_id,segment,R,F,M,RFM_score,recency,frequency,monetary,ticket_count,avg_sentiment,return_rate,avg_discount,sessions_30d,last_campaign_received,manual_priority_bucket
CUST01182,At-Risk,2,4,4,10,108,4,3106.33,0.0,,0.0,0.245,8,free_shipping,high
CUST01183,New / Low-Engagement,5,3,2,10,6,3,1498.98,1.0,-0.07,0.3333333333333333,0.21,0,none,high
CUST01184,Loyal Customers,4,4,3,11,30,4,2161.4,0.0,,0.0,0.265,5,free_shipping,low
CUST01185,Champions,4,5,5,14,23,6,5763.86,2.0,-0.46499999999999997,0.0,0.20833333333333334,1,welcome_offer,low
CUST01186,At-Risk,1,3,4,8,153,3,2962.35,1.0,0.11,0.0,0.21666666666666667,1,free_shipping,high
CUST01187,Loyal Customers,4,3,3,10,26,3,1729.96,1.0,-1.0,0.0,0.39666666666666667,3,welcome_offer,medium
CUST01188,Discount-Sensitive,2,2,1,5,92,2,688.52,2.0,-0.77,0.5,0.5700000000000001,14,none,high
CUST01189,At-Risk,1,3,4,8,161,3,3126.0299999999997,1.0,0.07,0.0,0.14333333333333334,7,free_shipping,high
CUST01190,Champions,4,4,4,12,27,4,2968.92,0.0,,0.0,0.3275,3,welcome_offer,low
CUST01191,New / Low-Engagement,3,1,1,5,52,1,510.71,0.0,,0.0,0.57,1,welcome_offer,high
CUST01192,Loyal Customers,4,4,3,11,24,4,2428.7599999999998,0.0,,0.0,0.14250000000000002,11,bundle_discount,low
CUST01193,Dormant,1,1,1,3,457,1,270.13,0.0,,0.0,0.32,0,new_launch,high
CUST01194,High-Value Unhappy,3,3,3,9,85,3,1852.1599999999999,2.0,-0.28500000000000003,0.3333333333333333,0.33,2,bundle_discount,high
CUST01195,New / Low-Engagement,2,1,1,4,94,1,542.27,1.0,-0.95,1.0,0.23,4,none,high
CUST01196,At-Risk,2,3,4,9,111,3,3110.08,1.0,-0.06,0.3333333333333333,0.34,9,welcome_offer,high
CUST01197,Discount-Sensitive,3,2,1,6,77,2,406.22,0.0,,0.0,0.46,3,bundle_discount,high
CUST01198,New / Low-Engagement,4,1,1,6,31,1,592.73,1.0,0.26,0.0,0.32,5,bundle_discount,medium
CUST01199,At-Risk,1,3,3,7,359,3,2144.4,1.0,-1.0,0.3333333333333333,0.25666666666666665,1,new_launch,high
CUST01200,New / Low-Engagement,3,1,1,5,58,1,524.27,0.0,,0.0,0.02,5,none,medium
CUST01201,At-Risk,1,5,5,11,158,7,5885.4,4.0,-0.5925,0.0,0.21285714285714286,7,new_launch,high
CUST01202,New / Low-Engagement,2,1,1,4,132,1,650.67,0.0,,0.0,0.3,10,free_shipping,high
CUST01203,New / Low-Engagement,3,2,1,6,60,2,584.44,1.0,0.38,0.0,0.385,4,none,medium
CUST01204,High-Value Unhappy,3,5,5,13,81,7,4565.2699999999995,2.0,-0.75,0.0,0.3085714285714286,0,free_shipping,high
CUST01205,At-Risk,1,4,3,8,262,4,1861.62,0.0,,0.0,0.4175,1,welcome_offer,high
CUST01206,New / Low-Engagement,3,1,2,6,73,1,819.46,0.0,,0.0,0.16,10,bundle_discount,medium
CUST01207,Dormant,2,2,1,5,110,2,638.4200000000001,0.0,,0.0,0.37,0,new_launch,high
CUST01208,At-Risk,2,3,2,7,95,3,1407.5300000000002,0.0,,0.0,0.27999999999999997,1,welcome_offer,high
CUST01209,Champions,5,5,4,14,14,6,2839.8,1.0,-1.0,0.16666666666666666,0.3016666666666667,5,none,low
CUST01210,Dormant,1,1,1,3,266,1,429.55,0.0,,0.0,0.34,0,new_launch,high
CUST01211,Champions,5,4,4,13,5,5,3668.5099999999998,4.0,-0.007500000000000007,0.2,0.394,8,bundle_discount,medium
CUST01212,Champions,5,5,5,15,20,6,5551.95,2.0,-0.48500000000000004,0.3333333333333333,0.3933333333333333,0,new_launch,low
CUST01213,New / Low-Engagement,1,1,1,3,163,1,492.41,1.0,-1.0,0.0,0.21,3,free_shipping,high
CUST01214,At-Risk,2,4,5,11,124,4,5584.12,0.0,,0.0,0.2,2,free_shipping,high
CUST01215,Loyal Customers,3,4,4,11,80,4,3464.2299999999996,0.0,,0.0,0.2,0,bundle_discount,high
CUST01216,New / Low-Engagement,2,1,2,5,107,1,1022.33,0.0,,0.0,0.35,10,bundle_discount,high
CUST01217,New / Low-Engagement,1,2,2,5,163,2,1295.0,0.0,,0.0,0.20500000000000002,6,bundle_discount,high
CUST01218,Champions,5,4,4,13,0,5,3872.15,1.0,-0.53,0.0,0.276,6,welcome_offer,low
CUST01219,New / Low-Engagement,2,2,2,6,86,2,832.04,2.0,-0.28500000000000003,0.0,0.35,5,free_shipping,high
CUST01220,New / Low-Engagement,2,1,2,5,98,1,1095.74,0.0,,0.0,0.23,1,new_launch,high
CUST01221,New / Low-Engagement,5,1,1,7,13,1,405.2,0.0,,0.0,0.33,6,bundle_discount,low
CUST01222,New / Low-Engagement,5,1,2,8,18,1,1199.39,0.0,,0.0,0.04,0,none,high
CUST01223,At-Risk,2,5,4,11,118,6,3738.91,1.0,0.13,0.0,0.29,1,free_shipping,high
CUST01224,New / Low-Engagement,4,1,2,7,33,1,1005.1,0.0,,0.0,0.33,7,new_launch,low
CUST01225,New / Low-Engagement,2,1,1,4,97,1,620.28,1.0,-0.95,0.0,0.03,3,new_launch,high
CUST01226,Champions,4,4,4,12,37,4,2967.87,2.0,-0.625,0.5,0.3025,6,none,medium
CUST01227,Champions,4,4,4,12,43,5,2824.19,1.0,-0.98,0.2,0.284,8,none,medium
CUST01228,At-Risk,1,4,4,9,212,4,2998.23,0.0,,0.0,0.10750000000000001,1,free_shipping,high
CUST01229,At-Risk,2,4,3,9,147,4,1965.74,1.0,-0.41,0.25,0.235,5,none,high
CUST01230,New / Low-Engagement,2,2,2,6,112,2,1398.63,0.0,,0.0,0.28,2,bundle_discount,high
CUST01231,Dormant,1,1,2,4,226,1,872.98,0.0,,0.0,0.07,0,free_shipping,high
CUST01232,New / Low-Engagement,1,2,2,5,183,2,906.6800000000001,0.0,,0.0,0.185,8,free_shipping,high
CUST01233,Loyal Customers,3,5,5,13,64,7,6627.36,1.0,-0.26,0.0,0.2414285714285714,8,free_shipping,medium
CUST01234,At-Risk,2,3,4,9,115,3,2999.91,0.0,,0.0,0.2733333333333334,3,free_shipping,high
CUST01235,At-Risk,1,4,4,9,161,5,3111.29,0.0,,0.0,0.174,3,new_launch,high
CUST01236,Champions,5,5,5,15,6,10,5515.45,1.0,-0.57,0.0,0.31799999999999995,8,bundle_discount,low
CUST01237,At-Risk,2,3,2,7,103,3,1474.19,1.0,-0.05,0.0,0.34,1,new_launch,high
CUST01238,Loyal Customers,3,5,5,13,68,6,4787.57,1.0,-0.45,0.0,0.2866666666666667,1,new_launch,medium
CUST01239,New / Low-Engagement,1,1,1,3,193,1,592.44,0.0,,0.0,0.2,7,bundle_discount,high
CUST01240,New / Low-Engagement,5,1,1,7,19,1,434.11,0.0,,0.0,0.34,10,bundle_discount,low
CUST01241,New / Low-Engagement,4,1,1,6,38,1,185.08,0.0,,0.0,0.28,9,bundle_discount,medium
CUST01242,Champions,4,5,5,14,29,9,10650.67,2.0,-0.455,0.1111111111111111,0.2677777777777778,0,bundle_discount,medium
CUST01243,New / Low-Engagement,3,3,2,8,74,3,1470.48,1.0,-0.22,0.0,0.2966666666666667,8,free_shipping,medium
CUST01244,Champions,4,4,4,12,34,5,3977.53,1.0,-1.0,0.0,0.16999999999999998,7,none,medium
CUST01245,New / Low-Engagement,1,2,2,5,255,2,1283.42,0.0,,0.0,0.16499999999999998,2,new_launch,high
CUST01246,At-Risk,1,3,4,8,262,3,2938.8999999999996,1.0,-0.64,0.0,0.33666666666666667,1,none,high
CUST01247,New / Low-Engagement,5,1,2,8,3,1,1439.66,1.0,-1.0,0.0,0.24,12,none,medium
CUST01248,New / Low-Engagement,2,1,2,5,103,1,1386.38,0.0,,0.0,0.31,5,free_shipping,high
CUST01249,Loyal Customers,3,4,4,11,57,4,2733.47,0.0,,0.0,0.2025,12,none,medium
CUST01250,Dormant,1,1,1,3,175,1,612.27,1.0,-0.93,0.0,0.34,0,bundle_discount,high
CUST01251,High-Value Unhappy,3,5,5,13,52,11,6352.58,4.0,-0.6599999999999999,0.18181818181818182,0.33,3,none,medium
CUST01252,Champions,4,4,4,12,38,4,2575.58,0.0,,0.0,0.365,1,free_shipping,medium
CUST01253,New / Low-Engagement,2,2,3,7,99,2,2035.62,0.0,,0.0,0.15,13,bundle_discount,high
CUST01254,Discount-Sensitive,3,2,3,8,76,2,2465.71,1.0,-1.0,0.0,0.44499999999999995,3,new_launch,high
CUST01255,New / Low-Engagement,3,1,3,7,78,1,2060.75,1.0,-0.55,0.0,0.11,8,new_launch,high
CUST01256,New / Low-Engagement,1,1,1,3,286,1,564.83,1.0,-0.74,0.0,0.21,3,new_launch,high
CUST01257,Champions,4,4,4,12,27,5,3430.98,2.0,-0.48,0.2,0.316,4,welcome_offer,medium
CUST01258,At-Risk,1,5,5,11,250,7,4454.38,1.0,-0.67,0.0,0.35000000000000003,7,new_launch,high
CUST01259,At-Risk,2,5,5,12,94,6,4645.31,3.0,-0.42,0.3333333333333333,0.3066666666666667,0,bundle_discount,high
CUST01260,New / Low-Engagement,5,1,2,8,9,1,913.67,0.0,,0.0,0.02,4,new_launch,low
CUST01261,New / Low-Engagement,5,1,1,7,18,1,345.05,0.0,,0.0,0.28,1,free_shipping,high
CUST01262,New / Low-Engagement,4,1,1,6,25,1,195.09,0.0,,0.0,0.57,11,welcome_offer,low
CUST01263,Champions,4,5,5,14,32,9,6440.45,3.0,-0.47333333333333333,0.1111111111111111,0.28444444444444444,5,new_launch,medium
CUST01264,New / Low-Engagement,3,2,4,9,51,2,2890.16,0.0,,0.0,0.28,6,welcome_offer,medium
CUST01265,Discount-Sensitive,5,2,2,9,15,2,1398.17,0.0,,0.0,0.42000000000000004,12,free_shipping,low
CUST01266,High-Value Unhappy,3,5,5,13,51,6,4779.33,2.0,-0.785,0.16666666666666666,0.11,8,welcome_offer,medium
CUST01267,Loyal Customers,3,5,5,13,58,8,5703.88,1.0,-0.4,0.0,0.1975,2,new_launch,medium
CUST01268,Champions,5,5,5,15,19,7,6083.44,2.0,-0.675,0.14285714285714285,0.19,5,new_launch,medium
CUST01269,New / Low-Engagement,3,1,1,5,57,1,534.09,0.0,,0.0,0.08,4,none,medium
CUST01270,New / Low-Engagement,3,1,1,5,57,1,309.87,1.0,-1.0,0.0,0.43,4,free_shipping,medium
CUST01271,New / Low-Engagement,5,1,1,7,12,1,529.98,0.0,,0.0,0.31,8,free_shipping,low
CUST01272,New / Low-Engagement,4,1,3,8,44,1,1860.0,0.0,,0.0,0.27,1,bundle_discount,high
CUST01273,New / Low-Engagement,1,2,3,6,149,2,1602.01,1.0,-1.0,0.0,0.315,1,new_launch,high
CUST01274,Champions,4,5,5,14,25,7,5246.08,3.0,-0.12666666666666668,0.0,0.3657142857142857,15,free_shipping,low
CUST01275,Loyal Customers,4,3,4,11,34,3,2647.93,1.0,0.23,0.0,0.26666666666666666,14,free_shipping,low
CUST01276,At-Risk,2,4,3,9,120,4,2151.47,1.0,-1.0,0.25,0.33,3,bundle_discount,high
CUST01277,At-Risk,2,4,4,10,99,5,3500.13,0.0,,0.0,0.31,6,bundle_discount,high
CUST01278,Loyal Customers,3,4,3,10,65,4,2385.52,1.0,-0.71,0.25,0.25,1,free_shipping,medium
CUST01279,New / Low-Engagement,2,1,2,5,101,1,1494.42,1.0,-0.26,1.0,0.35,3,free_shipping,high
CUST01280,Champions,4,5,5,14,35,8,8071.46,0.0,,0.0,0.3025,5,none,low
CUST01281,At-Risk,1,3,3,7,215,3,1971.02,0.0,,0.0,0.3233333333333333,4,new_launch,high
CUST01282,New / Low-Engagement,3,1,1,5,78,1,499.65,1.0,0.17,0.0,0.2,5,welcome_offer,high
CUST01283,Champions,4,5,5,14,40,10,6697.49,3.0,-0.6699999999999999,0.1,0.31999999999999995,7,welcome_offer,medium
CUST01284,At-Risk,1,4,5,10,192,5,4033.89,1.0,-0.4,0.0,0.336,1,none,high
CUST01285,At-Risk,2,5,5,12,124,8,6478.76,1.0,-1.0,0.0,0.255,3,none,high
CUST01286,At-Risk,1,3,3,7,226,3,2241.96,0.0,,0.0,0.26,2,free_shipping,high
CUST01287,At-Risk,2,3,3,8,89,3,1584.08,1.0,0.43,0.0,0.36999999999999994,3,welcome_offer,high
CUST01288,Dormant,2,1,1,4,132,1,486.14,0.0,,0.0,0.38,0,bundle_discount,high
CUST01289,New / Low-Engagement,5,1,1,7,3,1,742.76,0.0,,0.0,0.18,9,welcome_offer,low
CUST01290,New / Low-Engagement,3,2,2,7,53,2,1164.42,0.0,,0.0,0.26,9,none,medium
CUST01291,At-Risk,1,4,3,8,193,4,2476.76,1.0,-0.51,0.25,0.28250000000000003,3,new_launch,high
CUST01292,New / Low-Engagement,4,2,3,9,41,2,2412.52,0.0,,0.0,0.155,3,none,medium
CUST01293,Champions,5,5,5,15,15,7,5039.13,1.0,-0.41,0.0,0.2657142857142857,0,bundle_discount,low
CUST01294,New / Low-Engagement,5,1,1,7,3,1,750.26,0.0,,0.0,0.45,9,free_shipping,low
CUST01295,At-Risk,2,4,5,11,121,4,12408.61,1.0,-0.73,0.25,0.155,11,free_shipping,high
CUST01296,New / Low-Engagement,5,2,2,9,16,2,1024.56,0.0,,0.0,0.355,2,free_shipping,low
CUST01297,High-Value Unhappy,5,4,3,12,2,4,1798.5700000000002,2.0,-0.42000000000000004,0.0,0.27,6,welcome_offer,medium
CUST01298,At-Risk,1,4,2,7,329,4,1161.46,1.0,-0.18,0.25,0.3525,0,new_launch,high
CUST01299,At-Risk,1,3,3,7,171,3,2011.06,0.0,,0.0,0.20333333333333337,8,none,high
CUST01300,Champions,4,5,5,14,46,7,4203.76,1.0,0.71,0.0,0.33428571428571424,10,none,medium
CUST01301,High-Value Unhappy,3,4,3,10,85,4,1662.8999999999999,2.0,-0.14,0.0,0.38,4,free_shipping,high
CUST01302,Champions,5,5,5,15,1,8,6399.610000000001,0.0,,0.0,0.2425,8,free_shipping,low
CUST01303,New / Low-Engagement,5,2,2,9,20,2,1442.63,2.0,0.325,0.0,0.28,3,none,medium
CUST01304,Loyal Customers,4,4,3,11,27,5,2476.58,1.0,-0.55,0.0,0.238,8,free_shipping,low
CUST01305,New / Low-Engagement,3,1,1,5,50,1,311.4,0.0,,0.0,0.45,8,bundle_discount,medium
CUST01306,Loyal Customers,3,5,5,13,54,6,7388.34,1.0,0.18,0.16666666666666666,0.24,2,free_shipping,medium
CUST01307,New / Low-Engagement,1,2,2,5,234,2,1179.22,0.0,,0.0,0.22,4,none,high
CUST01308,At-Risk,2,3,3,8,119,3,2085.04,0.0,,0.0,0.24666666666666667,5,welcome_offer,high
CUST01309,Loyal Customers,3,5,4,12,73,6,3102.24,0.0,,0.0,0.4083333333333334,2,welcome_offer,medium
CUST01310,At-Risk,2,4,5,11,139,5,4044.83,3.0,-0.5566666666666666,0.0,0.266,8,bundle_discount,high
CUST01311,Champions,4,4,4,12,43,5,3799.01,1.0,-0.88,0.0,0.33199999999999996,1,bundle_discount,medium
CUST01312,Champions,5,4,5,14,14,5,4551.03,0.0,,0.0,0.21600000000000003,5,bundle_discount,low
CUST01313,Champions,5,5,5,15,4,6,7482.84,1.0,0.0,0.0,0.26666666666666666,6,welcome_offer,low
CUST01314,Champions,5,4,5,14,1,5,4109.4400000000005,2.0,-0.02500000000000001,0.2,0.246,5,new_launch,low
CUST01315,New / Low-Engagement,1,1,1,3,222,1,473.31,0.0,,0.0,0.29,1,new_launch,high
CUST01316,New / Low-Engagement,2,1,1,4,120,1,407.44,1.0,-0.49,0.0,0.25,13,welcome_offer,high
CUST01317,At-Risk,1,4,4,9,256,4,3389.0,0.0,,0.0,0.185,1,none,high
CUST01318,New / Low-Engagement,2,2,2,6,130,2,911.45,0.0,,0.0,0.1,2,bundle_discount,high
CUST01319,New / Low-Engagement,2,1,1,4,111,1,336.29,0.0,,0.0,0.48,10,welcome_offer,high
CUST01320,At-Risk,1,3,3,7,150,3,1828.6799999999998,1.0,-0.7,0.3333333333333333,0.18999999999999997,6,new_launch,high
CUST01321,At-Risk,2,5,3,10,99,6,2320.32,3.0,-0.53,0.16666666666666666,0.3183333333333333,12,free_shipping,high
CUST01322,At-Risk,2,4,4,10,96,4,3476.6,0.0,,0.0,0.2525,2,none,high
CUST01323,At-Risk,1,3,2,6,276,3,1273.29,0.0,,0.0,0.43333333333333335,3,new_launch,high
CUST01324,New / Low-Engagement,1,1,2,4,227,1,967.23,0.0,,0.0,0.14,1,free_shipping,high
CUST01325,At-Risk,1,4,5,10,186,5,5492.81,2.0,-0.37,0.0,0.22400000000000003,1,free_shipping,high
CUST01326,At-Risk,2,3,5,10,131,3,4393.63,0.0,,0.0,0.35000000000000003,3,none,high
CUST01327,Loyal Customers,3,4,5,12,83,5,6114.08,0.0,,0.0,0.22799999999999998,10,new_launch,high
CUST01328,New / Low-Engagement,3,2,3,8,54,2,2001.3,0.0,,0.0,0.235,5,new_launch,medium
CUST01329,New / Low-Engagement,3,3,2,8,61,3,1252.03,1.0,-1.0,0.3333333333333333,0.2866666666666667,5,welcome_offer,medium
CUST01330,Champions,5,4,5,14,3,5,5048.89,1.0,-0.26,0.0,0.22600000000000003,6,none,low
CUST01331,Champions,5,5,5,15,14,6,5693.12,2.0,-0.37,0.0,0.2833333333333333,10,none,medium
CUST01332,Champions,5,4,4,13,17,4,3364.3,0.0,,0.0,0.28,7,new_launch,low
CUST01333,New / Low-Engagement,3,1,1,5,47,1,420.65,0.0,,0.0,0.18,2,free_shipping,medium
CUST01334,At-Risk,1,4,4,9,160,4,2962.17,1.0,0.0,0.0,0.1625,1,welcome_offer,high
CUST01335,Loyal Customers,3,4,4,11,75,4,3549.84,1.0,-1.0,0.0,0.24250000000000002,6,bundle_discount,medium
CUST01336,New / Low-Engagement,5,2,2,9,1,2,910.6700000000001,0.0,,0.0,0.22999999999999998,0,welcome_offer,low
CUST01337,New / Low-Engagement,3,1,2,6,49,1,793.95,0.0,,0.0,0.32,14,free_shipping,medium
CUST01338,New / Low-Engagement,5,1,1,7,7,1,232.88,1.0,-0.74,1.0,0.43,14,bundle_discount,medium
CUST01339,New / Low-Engagement,1,1,1,3,162,1,450.33,1.0,0.27,0.0,0.26,3,bundle_discount,high
CUST01340,New / Low-Engagement,3,1,1,5,76,1,624.33,0.0,,0.0,0.07,5,bundle_discount,high
CUST01341,New / Low-Engagement,4,1,1,6,38,1,395.13,0.0,,0.0,0.23,5,new_launch,medium
CUST01342,Loyal Customers,3,3,3,9,84,3,2125.98,0.0,,0.0,0.2966666666666667,10,welcome_offer,high
CUST01343,Champions,5,5,4,14,4,6,3668.71,1.0,-0.95,0.0,0.18666666666666668,3,bundle_discount,low
CUST01344,New / Low-Engagement,1,1,2,4,395,1,1054.04,0.0,,0.0,0.28,3,bundle_discount,high
CUST01345,New / Low-Engagement,4,1,3,8,38,1,2465.11,0.0,,0.0,0.26,7,bundle_discount,medium
CUST01346,Champions,4,5,5,14,38,10,6605.54,2.0,0.039999999999999994,0.0,0.363,5,bundle_discount,medium
CUST01347,New / Low-Engagement,2,1,1,4,128,1,316.63,0.0,,0.0,0.39,3,none,high
CUST01348,At-Risk,2,4,3,9,140,4,2160.61,1.0,-0.84,0.25,0.245,3,welcome_offer,high
CUST01349,New / Low-Engagement,3,2,3,8,83,2,2446.67,0.0,,0.0,0.20500000000000002,0,bundle_discount,high
CUST01350,New / Low-Engagement,1,2,2,5,190,2,1242.73,1.0,-0.48,0.0,0.215,1,none,high
CUST01351,New / Low-Engagement,4,1,1,6,30,1,542.87,1.0,-0.54,1.0,0.42,7,new_launch,medium
CUST01352,At-Risk,2,5,5,12,123,7,5877.57,2.0,-0.405,0.14285714285714285,0.3614285714285714,1,free_shipping,high
CUST01353,New / Low-Engagement,3,1,1,5,73,1,597.26,1.0,-0.28,0.0,0.23,1,free_shipping,high
CUST01354,New / Low-Engagement,5,2,2,9,2,2,1041.99,1.0,0.13,0.0,0.355,10,free_shipping,medium
CUST01355,New / Low-Engagement,2,1,1,4,88,1,547.04,0.0,,0.0,0.3,2,welcome_offer,high
CUST01356,New / Low-Engagement,4,2,2,8,42,2,1149.21,1.0,-0.4,0.0,0.265,0,bundle_discount,high
CUST01357,At-Risk,2,5,5,12,126,6,4681.22,0.0,,0.0,0.35000000000000003,2,new_launch,high
CUST01358,New / Low-Engagement,5,1,2,8,18,1,862.52,0.0,,0.0,0.32,14,free_shipping,low
CUST01359,At-Risk,2,4,4,10,106,5,3628.17,3.0,-0.36999999999999994,0.0,0.274,3,new_launch,high
CUST01360,At-Risk,1,5,5,11,160,8,12310.69,2.0,0.205,0.0,0.395,6,bundle_discount,high
CUST01361,New / Low-Engagement,5,1,2,8,5,1,805.77,0.0,,0.0,0.21,6,new_launch,low
CUST01362,High-Value Unhappy,3,4,4,11,80,4,2803.19,2.0,-0.935,0.0,0.32,16,free_shipping,high
CUST01363,Loyal Customers,3,4,4,11,83,4,3031.55,0.0,,0.0,0.295,7,free_shipping,high
CUST01364,New / Low-Engagement,1,1,2,4,148,1,1261.0,0.0,,0.0,0.2,3,new_launch,high
CUST01365,New / Low-Engagement,1,2,1,4,247,2,749.98,0.0,,0.0,0.36,1,free_shipping,high
CUST01366,At-Risk,2,5,4,11,98,6,3862.08,1.0,-0.61,0.0,0.4466666666666666,4,welcome_offer,high
CUST01367,New / Low-Engagement,3,1,1,5,56,1,363.62,1.0,-0.63,0.0,0.23,8,bundle_discount,medium
CUST01368,New / Low-Engagement,1,1,1,3,308,1,498.64,0.0,,0.0,0.33,8,none,high
CUST01369,New / Low-Engagement,4,1,1,6,24,1,477.43,1.0,-0.5,1.0,0.2,10,bundle_discount,medium
CUST01370,At-Risk,1,3,4,8,161,3,3575.2599999999998,0.0,,0.0,0.18333333333333335,2,none,high
CUST01371,New / Low-Engagement,5,2,3,10,8,2,2334.49,1.0,-0.32,0.0,0.225,6,none,medium
CUST01372,New / Low-Engagement,3,1,1,5,71,1,366.8,1.0,-0.24,1.0,0.1,5,welcome_offer,medium
CUST01373,New / Low-Engagement,4,1,1,6,45,1,291.54,0.0,,0.0,0.6,4,new_launch,medium
CUST01374,New / Low-Engagement,2,1,1,4,88,1,282.0,0.0,,0.0,0.19,5,free_shipping,high
CUST01375,Loyal Customers,3,3,3,9,64,3,2044.1399999999999,0.0,,0.0,0.21,4,none,medium
CUST01376,New / Low-Engagement,4,1,1,6,34,1,541.57,0.0,,0.0,0.02,6,none,low
CUST01377,New / Low-Engagement,5,1,1,7,9,1,387.27,1.0,-0.51,0.0,0.39,10,free_shipping,medium
CUST01378,New / Low-Engagement,2,1,1,4,117,1,348.74,0.0,,0.0,0.16,14,new_launch,high
CUST01379,New / Low-Engagement,1,1,3,5,186,1,2392.34,0.0,,0.0,0.0,6,welcome_offer,high
CUST01380,Champions,4,4,4,12,44,5,2855.06,1.0,-0.36,0.0,0.316,1,new_launch,medium
CUST01381,Champions,5,5,5,15,2,8,5555.42,0.0,,0.0,0.24125000000000002,11,none,low
CUST01382,Loyal Customers,5,3,3,11,4,3,1589.74,1.0,-1.0,0.3333333333333333,0.16666666666666666,5,none,medium
CUST01383,Loyal Customers,5,4,3,12,13,4,2106.63,1.0,-0.66,0.0,0.1975,14,welcome_offer,medium
CUST01384,At-Risk,2,5,5,12,145,6,7520.42,2.0,-1.0,0.16666666666666666,0.2733333333333334,5,none,high
CUST01385,Champions,5,4,4,13,0,5,2613.37,1.0,-1.0,0.2,0.372,10,free_shipping,medium
CUST01386,Champions,5,5,5,15,14,6,7173.83,4.0,-0.9075,0.16666666666666666,0.2316666666666667,5,welcome_offer,medium
CUST01387,At-Risk,2,5,5,12,128,7,6963.04,0.0,,0.0,0.23,2,none,high
CUST01388,New / Low-Engagement,3,2,4,9,70,2,3498.38,0.0,,0.0,0.305,1,none,high
CUST01389,Loyal Customers,3,4,4,11,70,4,2967.57,1.0,-0.85,0.0,0.23,5,free_shipping,medium
CUST01390,Champions,5,4,4,13,9,4,3249.7799999999997,0.0,,0.0,0.1325,11,new_launch,low
CUST01391,At-Risk,2,3,4,9,94,3,3715.46,1.0,0.7,0.0,0.16,11,welcome_offer,high
CUST01392,New / Low-Engagement,5,1,2,8,16,1,1415.53,0.0,,0.0,0.25,2,welcome_offer,low
CUST01393,Loyal Customers,3,4,3,10,85,4,2203.42,0.0,,0.0,0.26,0,free_shipping,high
CUST01394,Champions,5,4,5,14,16,5,5665.21,0.0,,0.0,0.372,15,bundle_discount,low
CUST01395,Champions,4,5,5,14,32,6,6043.93,0.0,,0.0,0.3466666666666667,4,none,low
CUST01396,New / Low-Engagement,2,1,2,5,127,1,826.44,1.0,0.02,0.0,0.35,2,none,high
CUST01397,Champions,5,5,5,15,4,7,6176.97,1.0,-0.1,0.0,0.18571428571428572,12,welcome_offer,low
CUST01398,New / Low-Engagement,3,1,3,7,57,1,1672.19,1.0,-1.0,1.0,0.12,6,bundle_discount,medium
CUST01399,Champions,5,5,4,14,19,7,4005.24,2.0,-0.905,0.14285714285714285,0.35428571428571426,10,new_launch,medium
CUST01400,New / Low-Engagement,2,2,2,6,134,2,863.9,0.0,,0.0,0.195,1,new_launch,high
CUST01401,New / Low-Engagement,3,2,3,8,75,2,1991.48,0.0,,0.0,0.19,3,new_launch,medium
CUST01402,Dormant,1,2,2,5,254,2,1474.48,1.0,-0.96,0.0,0.265,0,new_launch,high
CUST01403,At-Risk,1,4,3,8,329,4,2287.41,0.0,,0.0,0.14,1,new_launch,high
CUST01404,At-Risk,1,5,5,11,202,9,6788.52,2.0,-0.54,0.1111111111111111,0.22333333333333336,12,new_launch,high
CUST01405,At-Risk,2,3,3,8,140,3,2413.52,0.0,,0.0,0.3133333333333333,2,new_launch,high
CUST01406,At-Risk,1,4,5,10,222,5,5888.31,1.0,0.31,0.0,0.21400000000000002,2,free_shipping,high
CUST01407,At-Risk,2,3,3,8,139,3,1992.79,2.0,-0.52,0.0,0.18333333333333335,3,welcome_offer,high
CUST01408,Dormant,1,2,2,5,307,2,792.08,0.0,,0.0,0.41000000000000003,0,none,high
CUST01409,Champions,4,4,4,12,26,5,3035.77,2.0,-0.81,0.2,0.388,1,free_shipping,low
CUST01410,At-Risk,2,5,5,12,146,8,6063.07,1.0,0.33,0.0,0.3875,11,bundle_discount,high
CUST01411,At-Risk,1,4,4,9,183,5,3777.5,2.0,-0.22,0.0,0.398,0,none,high
CUST01412,New / Low-Engagement,2,1,1,4,91,1,348.68,0.0,,0.0,0.34,9,none,high
CUST01413,New / Low-Engagement,1,1,1,3,234,1,623.43,0.0,,0.0,0.2,2,none,high
CUST01414,Champions,4,4,4,12,30,4,2862.6,2.0,-0.74,0.0,0.225,10,new_launch,medium
CUST01415,New / Low-Engagement,5,1,1,7,9,1,509.5,0.0,,0.0,0.29,9,free_shipping,low
CUST01416,High-Value Unhappy,3,5,5,13,50,6,4155.25,5.0,-0.386,0.5,0.24833333333333332,11,welcome_offer,medium
CUST01417,At-Risk,1,5,4,10,149,7,3650.18,2.0,-0.23000000000000004,0.0,0.27714285714285714,3,new_launch,high
CUST01418,Discount-Sensitive,1,2,2,5,176,2,1190.06,0.0,,0.0,0.42500000000000004,10,free_shipping,high
CUST01419,Loyal Customers,4,3,3,10,41,3,2210.94,0.0,,0.0,0.3066666666666667,1,welcome_offer,high
CUST01420,Loyal Customers,3,4,5,12,67,4,4338.21,1.0,0.21,0.0,0.3225,14,bundle_discount,medium
CUST01421,New / Low-Engagement,4,1,2,7,46,1,1155.37,1.0,-0.54,1.0,0.25,16,bundle_discount,medium
CUST01422,Loyal Customers,3,4,3,10,58,4,2154.09,1.0,-0.87,0.25,0.16,3,new_launch,medium
